(9.500000,86.666832,8.000000,1796,0.341463)
(9.500000,65.000114,8.000000,1796,0.341463)
(9.500000,48.750088,8.000000,1800,0.231707)
(9.500000,54.166763,8.000000,1796,0.329268)
(9.500000,59.583439,8.000000,1800,0.231707)
(9.500000,70.416794,8.000000,1800,0.231707)
(9.500000,75.833473,8.000000,1796,0.341463)
(9.500000,81.250153,8.000000,1802,0.195122)
(9.500000,92.083511,8.000000,1802,0.195122)
(9.550000,86.666832,8.000000,1796,0.329268)
(9.550000,65.000114,8.000000,1796,0.329268)
(9.550000,48.750088,8.000000,1801,0.207317)
(9.550000,54.166763,8.000000,1796,0.329268)
(9.550000,59.583439,8.000000,1801,0.207317)
(9.550000,70.416794,8.000000,1801,0.207317)
(9.550000,75.833473,8.000000,1796,0.329268)
(9.550000,81.250153,8.000000,1801,0.207317)
(9.550000,92.083511,8.000000,1801,0.207317)
(9.600000,86.666832,8.000000,1796,0.341463)
(9.600000,65.000114,8.000000,1796,0.341463)
(9.600000,48.750088,8.000000,1801,0.219512)
(9.600000,54.166763,8.000000,1796,0.341463)
(9.600000,59.583439,8.000000,1801,0.219512)
(9.600000,70.416794,8.000000,1801,0.219512)
(9.600000,75.833473,8.000000,1796,0.341463)
(9.600000,81.250153,8.000000,1818,0.192771)
(9.600000,92.083511,8.000000,1818,0.192771)
(9.650000,86.666832,8.000000,1796,0.341463)
(9.650000,65.000114,8.000000,1796,0.341463)
(9.650000,48.750088,8.000000,1802,0.207317)
(9.650000,54.166763,8.000000,1796,0.341463)
(9.650000,59.583439,8.000000,1802,0.207317)
(9.650000,70.416794,8.000000,1802,0.207317)
(9.650000,75.833473,8.000000,1796,0.341463)
(9.650000,81.250153,8.000000,1801,0.207317)
(9.650000,92.083511,8.000000,1801,0.207317)
(9.500000,86.666832,9.000000,1779,0.345679)
(9.500000,65.000114,9.000000,1779,0.345679)
(9.500000,97.500191,9.000000,1779,0.345679)
(9.500000,54.166763,9.000000,1779,0.345679)
(9.500000,59.583439,9.000000,1801,0.195122)
(9.500000,70.416794,9.000000,1801,0.195122)
(9.500000,75.833473,9.000000,1779,0.345679)
(9.500000,81.250153,9.000000,1801,0.195122)
(9.500000,92.083511,9.000000,1801,0.195122)
(9.550000,86.666832,9.000000,1779,0.345679)
(9.550000,65.000114,9.000000,1779,0.345679)
(9.550000,97.500191,9.000000,1779,0.345679)
(9.550000,54.166763,9.000000,1779,0.345679)
(9.550000,59.583439,9.000000,1800,0.207317)
(9.550000,70.416794,9.000000,1800,0.207317)
(9.550000,75.833473,9.000000,1779,0.345679)
(9.550000,81.250153,9.000000,1800,0.207317)
(9.550000,92.083511,9.000000,1801,0.219512)
(9.600000,86.666832,9.000000,1779,0.345679)
(9.600000,65.000114,9.000000,1780,0.345679)
(9.600000,97.500191,9.000000,1779,0.345679)
(9.600000,54.166763,9.000000,1780,0.345679)
(9.600000,59.583439,9.000000,1800,0.219512)
(9.600000,70.416794,9.000000,1800,0.219512)
(9.600000,75.833473,9.000000,1779,0.345679)
(9.600000,81.250153,9.000000,1800,0.219512)
(9.600000,92.083511,9.000000,1801,0.207317)
(9.650000,86.666832,9.000000,1779,0.345679)
(9.650000,65.000114,9.000000,1780,0.345679)
(9.650000,97.500191,9.000000,1779,0.345679)
(9.650000,54.166763,9.000000,1780,0.345679)
