(10.000000,55.001068,10.000000,1776,0.395062)
(10.000000,55.009403,10.000000,1777,0.382716)
(10.000000,55.017738,10.000000,1777,0.370370)
(10.000000,55.026073,10.000000,1778,0.358025)
(10.000000,55.034409,10.000000,1779,0.345679)
(10.000000,55.042744,10.000000,1780,0.320988)
(10.000000,55.051079,10.000000,1796,0.304878)
(10.000000,55.059414,10.000000,1796,0.280488)
(10.000000,55.067749,10.000000,1796,0.292683)
(10.000000,55.076084,10.000000,1779,0.333333)
(10.000000,55.084419,10.000000,1798,0.243902)
(10.000000,55.092754,10.000000,1796,0.280488)
(10.000000,55.101089,10.000000,1796,0.317073)
(10.000000,55.109425,10.000000,1778,0.358025)
(10.000000,55.117760,10.000000,1777,0.370370)
(10.000000,55.126095,10.000000,1779,0.345679)
(10.000000,55.134430,10.000000,1796,0.317073)
(10.000000,55.142765,10.000000,1796,0.280488)
(10.000000,55.151100,10.000000,1779,0.333333)
(10.000000,55.159435,10.000000,1778,0.345679)
(10.000000,55.167770,10.000000,1796,0.280488)
(10.000000,55.176105,10.000000,1779,0.333333)
(10.000000,55.184441,10.000000,1779,0.333333)
(10.000000,55.192776,10.000000,1796,0.304878)
(10.000000,55.201111,10.000000,1797,0.268293)
(10.000000,55.209446,10.000000,1799,0.219512)
(10.000000,55.217781,10.000000,1797,0.268293)
(10.000000,55.226116,10.000000,1796,0.317073)
(10.000000,55.234451,10.000000,1796,0.280488)
(10.000000,55.242786,10.000000,1796,0.304878)
(10.000000,55.251122,10.000000,1796,0.292683)
(10.000000,55.259457,10.000000,1796,0.280488)
(10.000000,55.267792,10.000000,1796,0.280488)
(10.000000,55.276127,10.000000,1796,0.304878)
(10.000000,55.284462,10.000000,1796,0.280488)
(10.000000,55.292797,10.000000,1779,0.333333)
(10.000000,55.301132,10.000000,1796,0.280488)
(10.000000,55.309467,10.000000,1796,0.317073)
(10.000000,55.317802,10.000000,1797,0.268293)
(10.000000,55.326138,10.000000,1779,0.333333)
(10.000000,55.334473,10.000000,1777,0.370370)
(10.000000,55.342808,10.000000,1780,0.308642)
(10.000000,55.351143,10.000000,1797,0.268293)
(10.000000,55.359478,10.000000,1797,0.268293)
(10.000000,55.367813,10.000000,1796,0.292683)
(10.000000,55.376148,10.000000,1796,0.280488)
(10.000000,55.384483,10.000000,1796,0.280488)
(10.000000,55.392818,10.000000,1796,0.304878)
(10.000000,55.401154,10.000000,1796,0.317073)
(10.000000,55.409489,10.000000,1779,0.333333)
(10.000000,55.417824,10.000000,1778,0.345679)
(10.000000,55.426159,10.000000,1779,0.333333)
(10.000000,55.434494,10.000000,1777,0.370370)
(10.000000,55.442829,10.000000,1777,0.370370)
(10.000000,55.451164,10.000000,1776,0.395062)
(10.000000,55.459499,10.000000,1776,0.395062)
(10.000000,55.467834,10.000000,1778,0.358025)
(10.000000,55.476170,10.000000,1776,0.395062)
(10.000000,55.484505,10.000000,1775,0.419753)
(10.000000,55.492840,10.000000,1774,0.456790)
(10.000000,55.501175,10.000000,1774,0.469136)
(10.000000,55.509510,10.000000,1774,0.444444)
(10.000000,55.517845,10.000000,1774,0.432099)
(10.000000,55.526180,10.000000,1775,0.419753)
(10.000000,55.534515,10.000000,1776,0.395062)
(10.000000,55.542850,10.000000,1776,0.395062)
(10.000000,55.551186,10.000000,1777,0.370370)
(10.000000,55.559521,10.000000,1778,0.358025)
(10.000000,55.567856,10.000000,1778,0.345679)
(10.000000,55.576191,10.000000,1779,0.333333)
(10.000000,55.584526,10.000000,1796,0.317073)
(10.000000,55.592861,10.000000,1796,0.280488)
(10.000000,55.601196,10.000000,1796,0.280488)
(10.000000,55.609531,10.000000,1797,0.268293)
(10.000000,55.617867,10.000000,1798,0.243902)
(10.000000,55.626202,10.000000,1799,0.231707)
(10.000000,55.634537,10.000000,1799,0.219512)
(10.000000,55.642872,10.000000,1800,0.207317)
(10.000000,55.651207,10.000000,1801,0.182927)
(10.000000,55.659542,10.000000,1801,0.195122)
(10.000000,55.667877,10.000000,1800,0.207317)
(10.000000,55.676212,10.000000,1800,0.207317)
(10.000000,55.684547,10.000000,1800,0.207317)
(10.000000,55.692883,10.000000,1800,0.207317)
(10.000000,55.701218,10.000000,1800,0.207317)
(10.000000,55.709553,10.000000,1799,0.219512)
(10.000000,55.717888,10.000000,1799,0.219512)
(10.000000,55.726223,10.000000,1799,0.219512)
(10.000000,55.734558,10.000000,1799,0.219512)
(10.000000,55.742893,10.000000,1799,0.219512)
(10.000000,55.751228,10.000000,1799,0.219512)
(10.000000,55.759563,10.000000,1799,0.219512)
(10.000000,55.767899,10.000000,1799,0.219512)
(10.000000,55.776234,10.000000,1800,0.207317)
(10.000000,55.784569,10.000000,1800,0.207317)
(10.000000,55.792904,10.000000,1800,0.207317)
(10.000000,55.801239,10.000000,1800,0.207317)
(10.000000,55.809574,10.000000,1800,0.207317)
(10.000000,55.817909,10.000000,1799,0.219512)
(10.000000,55.826244,10.000000,1799,0.219512)
