(9.500000,86.666832,8.000000,1778,0.512500,21)
(9.500000,43.333412,8.000000,1779,0.395062,2)
(9.500000,65.000114,8.000000,1778,0.512500,21)
(9.500000,48.750088,8.000000,1778,0.395062,1)
(9.500000,54.166763,8.000000,1779,0.395062,2)
(9.500000,59.583439,8.000000,1778,0.395062,1)
(9.500000,70.416794,8.000000,1778,0.395062,1)
(9.500000,75.833473,8.000000,1778,0.512500,21)
(9.500000,81.250153,8.000000,1779,0.370370,1)
(9.500000,92.083511,8.000000,1779,0.370370,1)
(9.550000,86.666832,8.000000,1777,0.512500,20)
(9.550000,43.333412,8.000000,1780,0.395062,3)
(9.550000,65.000114,8.000000,1777,0.512500,20)
(9.550000,48.750088,8.000000,1779,0.512500,22)
(9.550000,54.166763,8.000000,1779,0.370370,1)
(9.550000,59.583439,8.000000,1778,0.512500,21)
(9.550000,70.416794,8.000000,1778,0.512500,21)
(9.550000,75.833473,8.000000,1777,0.512500,20)
(9.550000,81.250153,8.000000,1778,0.512500,21)
(9.550000,92.083511,8.000000,1778,0.512500,21)
(9.600000,86.666832,8.000000,1779,0.395062,2)
(9.600000,43.333412,8.000000,1780,0.370370,2)
(9.600000,65.000114,8.000000,1779,0.395062,2)
(9.600000,48.750088,8.000000,1779,0.370370,1)
(9.600000,54.166763,8.000000,1779,0.395062,2)
(9.600000,59.583439,8.000000,1779,0.370370,1)
(9.600000,70.416794,8.000000,1779,0.370370,1)
(9.600000,75.833473,8.000000,1779,0.395062,2)
(9.600000,81.250153,8.000000,1779,0.370370,1)
(9.600000,92.083511,8.000000,1779,0.370370,1)
(9.650000,86.666832,8.000000,1779,0.370370,1)
(9.650000,43.333412,8.000000,1780,0.395062,3)
(9.650000,65.000114,8.000000,1779,0.395062,2)
(9.650000,48.750088,8.000000,1779,0.395062,2)
(9.650000,54.166763,8.000000,1778,0.512500,21)
(9.650000,59.583439,8.000000,1779,0.395062,2)
(9.650000,70.416794,8.000000,1779,0.395062,2)
(9.650000,75.833473,8.000000,1779,0.395062,2)
(9.650000,81.250153,8.000000,1779,0.512500,22)
(9.650000,92.083511,8.000000,1779,0.512500,22)
(9.500000,86.666832,9.000000,1778,0.500000,21)
(9.500000,43.333412,9.000000,1778,0.512500,21)
(9.500000,65.000114,9.000000,1778,0.500000,21)
(9.500000,48.750088,9.000000,1779,0.382716,2)
(9.500000,97.500191,9.000000,1778,0.500000,21)
(9.500000,54.166763,9.000000,1778,0.500000,21)
(9.500000,59.583439,9.000000,1777,0.512500,20)
(9.500000,70.416794,9.000000,1777,0.512500,20)
(9.500000,75.833473,9.000000,1778,0.500000,21)
(9.500000,81.250153,9.000000,1777,0.512500,20)
(9.500000,92.083511,9.000000,1777,0.512500,20)
(9.550000,86.666832,9.000000,1775,0.500000,18)
(9.550000,43.333412,9.000000,1776,0.500000,19)
(9.550000,65.000114,9.000000,1775,0.500000,18)
(9.550000,48.750088,9.000000,1776,0.500000,19)
(9.550000,97.500191,9.000000,1776,0.500000,19)
(9.550000,54.166763,9.000000,1776,0.500000,19)
(9.550000,59.583439,9.000000,1774,0.500000,17)
